video_id,embedding,collection,party,type,x,y,projection_Democrat_Republican
7.374174882713734e+18,"[ 0.02511872 -0.01587391 -0.03006793 ... -0.03463383 -0.0433667
  0.0230785 ]",persona,Republican,video,-0.07123296,-0.048165113,0.014880612
7.374145063896616e+18,"[ 0.0211975  -0.01024293 -0.02079687 ... -0.02186339 -0.03339573
 -0.01658256]",persona,Republican,video,-0.15220968,-0.06972274,-0.012285931
7.372642716506918e+18,"[ 0.00054504 -0.00553062 -0.01731529 ... -0.0122275  -0.01688567
 -0.02707646]",persona,Democrat,video,-0.1280902,-0.08569345,0.007820992
7.371932972968218e+18,"[ 0.02668833  0.00150491 -0.03443559 ... -0.01567115 -0.02556653
  0.02538308]",persona,Republican,video,-0.06414437,-0.0052701426,0.07391494
7.371896519777127e+18,"[ 0.05092715 -0.00956887 -0.01415198 ... -0.01348441 -0.04038146
  0.00947307]",persona,Democrat,video,-0.13333403,-0.055839036,0.05450641
7.37042921252979e+18,"[ 0.01389779 -0.00704931 -0.02517378 ... -0.01264732 -0.03224452
  0.0084443 ]",persona,Republican,video,-0.056507662,-0.12968412,0.034959227
7.302105424185069e+18,"[ 0.04356474 -0.00480202 -0.03869    ... -0.01105298 -0.02507856
  0.01033692]",persona,Republican,video,0.0071240263,-0.090101615,0.14461547
7.301631675723828e+18,"[ 0.05668459 -0.03362729 -0.03173586 ... -0.02483249 -0.01222988
  0.01532498]",persona,Republican,video,-0.08621442,-0.024807174,0.10166292
7.301394316440735e+18,"[ 0.00328379 -0.0102047  -0.01000196 ... -0.01299962 -0.05085867
  0.0028772 ]",persona,Republican,video,-0.1413844,-0.0924238,0.030148603
7.30101004456749e+18,"[ 0.00347457 -0.00844013 -0.03173375 ... -0.00576691 -0.01477938
  0.00691577]",persona,Republican,video,-0.12183862,-0.12871614,-0.014562167
7.325538252042014e+18,"[ 0.04796256 -0.01136192 -0.0167484  ...  0.00410566 -0.04813592
 -0.00457711]",persona,Republican,video,-0.13566451,-0.067659885,0.017761244
7.371192239193656e+18,"[ 0.00816928 -0.0142006  -0.00914428 ... -0.03524265 -0.03823473
  0.00037491]",persona,Republican,video,-0.084471844,-0.027913697,0.08654098
7.371145144847928e+18,"[ 0.05343044 -0.00258962 -0.02264411 ... -0.0136933  -0.02799153
 -0.01884067]",persona,Republican,video,-0.14684969,-0.046936013,0.039748095
7.371195499015097e+18,"[ 0.03845493 -0.02787954 -0.02827792 ... -0.01455764 -0.0363324
 -0.0013037 ]",persona,Republican,video,-0.10770041,-0.086114116,0.084663115
7.368973466122325e+18,"[ 0.01437914 -0.00681406 -0.02439814 ... -0.00444466 -0.06013196
  0.00843152]",persona,Republican,video,-0.13835004,-0.058909502,0.03949313
7.357374945606831e+18,"[ 0.02121282 -0.02480024 -0.02013568 ... -0.00258469 -0.00106355
  0.0231712 ]",persona,Republican,video,-0.10334474,-0.050588176,0.03505693
7.371858513989062e+18,"[ 0.02478506 -0.02769889 -0.04046678 ... -0.00301847 -0.0242446
 -0.00785898]",persona,Republican,video,-0.10920327,-0.01639369,0.011842016
7.421032052163661e+18,"[ 0.02941959 -0.01824384 -0.03197034 ... -0.00307022 -0.03687888
 -0.00919348]",persona,Democrat,video,-0.19232313,-0.11502798,-0.043797076
7.420556102338661e+18,"[ 0.01597721 -0.00021792 -0.00913672 ... -0.01909979 -0.04437163
 -0.00882752]",persona,Democrat,video,-0.13277628,-0.047390908,-0.06899001
7.420513919904648e+18,"[ 0.0285954  -0.01026066 -0.02982337 ... -0.01013808 -0.03283722
  0.01735806]",persona,Democrat,video,-0.16786079,-0.1767288,0.032784216
7.422700909379063e+18,"[ 0.01417623 -0.01801374  0.00089836 ... -0.0172272  -0.0456559
 -0.01487998]",persona,Republican,video,-0.1241909,-0.022484599,0.062460802
7.423146092998495e+18,"[ 0.04532433 -0.00479694 -0.01348286 ... -0.00879435 -0.03964904
  0.01129646]",persona,Republican,video,-0.12487562,-0.029306373,-0.015057707
7.409433870396952e+18,"[ 0.00065885 -0.01762722 -0.04098652 ... -0.01838046 -0.02771535
 -0.01453772]",persona,Republican,video,-0.101765916,-0.10487861,0.033734057
7.425773836802608e+18,"[ 0.05583962 -0.03508184 -0.0480851  ...  0.00657368 -0.05052099
  0.01675256]",persona,Republican,video,-0.18164273,-0.10914008,0.041545816
7.425418885572087e+18,"[ 0.01762841 -0.0247314  -0.01489289 ... -0.01819801 -0.03881747
 -0.01142231]",persona,Republican,video,-0.16884007,-0.105265014,0.027032418
7.423506960923889e+18,"[ 0.03421875 -0.02156958 -0.02814801 ... -0.0289708  -0.03380404
 -0.0005381 ]",persona,Republican,video,-0.12613602,-0.05688844,0.025046453
7.425631940495134e+18,"[ 4.3611519e-02 -1.7277431e-02 -3.3001028e-02 ... -2.6154568e-05
 -5.4899048e-02  7.7384207e-03]",persona,Republican,video,-0.1417331,-0.06623538,0.037874136
7.420058036082986e+18,"[ 0.0121805  -0.01454663 -0.02690169 ... -0.00646518 -0.03134993
  0.00085456]",persona,Republican,video,-0.13426131,-0.08411046,0.043345816
7.417955794504682e+18,"[ 0.05253874  0.00234127 -0.02154636 ...  0.0086942  -0.050324
  0.01283039]",persona,Republican,video,-0.17866912,-0.12258807,0.057996035
7.42012305883849e+18,"[ 0.0446539   0.00229259 -0.03115942 ... -0.00958188 -0.05713417
 -0.00193205]",persona,Republican,video,-0.17045584,-0.15026611,0.01945825
7.417616826659524e+18,"[ 0.02413321 -0.02180079 -0.0341147  ... -0.00683915 -0.03320318
 -0.01746052]",persona,Republican,video,-0.14751887,-0.12850842,0.054329626
7.418642560224169e+18,"[ 0.01613001 -0.01422596 -0.00546153 ... -0.02298848 -0.03948969
  0.00314502]",persona,Republican,video,-0.059702996,-0.06151311,-0.009673185
7.420198048082497e+18,"[ 0.06493506 -0.01164634 -0.041221   ...  0.00138315 -0.01129726
  0.01388666]",persona,Republican,video,-0.209632,-0.08446013,0.05415736
7.419750334328999e+18,"[ 0.05275923 -0.01357047 -0.02100608 ...  0.00400588 -0.03255692
 -0.00672063]",persona,Republican,video,-0.21078649,-0.048447877,0.045380235
7.418366792818626e+18,"[ 0.02552341 -0.02801136 -0.03725782 ... -0.02238622 -0.03622819
 -0.02323552]",persona,Democrat,video,-0.1272345,-0.036353767,0.016596688
7.418757684977061e+18,"[ 0.04574835 -0.01899279 -0.03877674 ... -0.0216635  -0.04499348
  0.00728873]",persona,Republican,video,-0.15922348,-0.03916673,-0.0053705107
7.418585998134627e+18,"[ 0.05262202 -0.02983513 -0.03437829 ... -0.01636284 -0.05001633
  0.00214591]",persona,Republican,video,-0.15720254,-0.00746735,0.007108679
7.418373280635162e+18,"[ 0.02340272 -0.00081963 -0.0555922  ... -0.00683958 -0.02032265
  0.02017031]",persona,Democrat,video,-0.09153116,-0.08529184,-0.007522203
7.425735682187955e+18,"[ 0.03857165  0.00289028 -0.02009783 ... -0.01023712 -0.02910682
  0.01132694]",persona,Republican,video,-0.12470415,-0.07996706,0.0926613
7.423519951866056e+18,"[ 0.05761945 -0.01570346 -0.00854796 ... -0.02157105 -0.08147472
 -0.02738262]",persona,Republican,video,-0.2093744,-0.1326606,0.03348261
7.343833991537118e+18,"[ 0.0478311   0.00136564 -0.01433667 ... -0.01339298 -0.03629385
 -0.00403993]",persona,Democrat,video,-0.12221207,-0.06922032,-0.058988445
7.342324661922893e+18,"[ 0.03254842 -0.00604333 -0.01821127 ... -0.03045917 -0.01628204
  0.00245164]",persona,Republican,video,0.039646227,0.032172773,0.05337228
7.341572776001687e+18,"[ 0.04830051  0.00509294 -0.00853994 ... -0.00020714 -0.04491138
  0.00488198]",persona,Democrat,video,-0.09926768,-0.05300846,-0.05542119
7.326711690567929e+18,"[ 0.01122111 -0.01901024 -0.02118053 ... -0.01122764 -0.02553218
  0.01376025]",persona,Republican,video,-0.052210517,-0.054018836,0.047796033
7.315584618424536e+18,"[ 0.00745956 -0.02202919 -0.02119431 ... -0.01750078 -0.06672249
  0.00679352]",persona,Republican,video,-0.045038413,0.007922656,0.0666273
7.297772418943389e+18,"[ 0.05592133  0.00284474 -0.02329614 ... -0.02692356 -0.06127513
  0.01054184]",persona,Republican,video,-0.087095186,0.07557235,0.012992689
7.296164385838616e+18,"[ 0.0375252   0.00427808 -0.00262308 ...  0.00271854 -0.02235586
  0.01185928]",persona,Republican,video,-0.05313027,-0.07306752,-0.05151842
7.295545149222866e+18,"[ 0.02020354 -0.01225374 -0.02929407 ... -0.019802   -0.04129182
 -0.00061591]",persona,Republican,video,-0.1661724,-0.05226979,-0.065701045
7.290295867645365e+18,"[ 2.2221033e-02 -9.8304095e-05 -3.4065176e-02 ... -5.0503042e-02
 -4.9331769e-02  2.0022161e-02]",persona,Republican,video,-0.016379977,0.0017641154,0.013878319
7.289967938310917e+18,"[ 0.02262507 -0.01155872 -0.01441141 ...  0.00588466 -0.04077905
  0.00887902]",persona,Republican,video,-0.106512174,-0.06328954,-0.0004689023
7.359653534079454e+18,"[ 0.0162003  -0.01922329 -0.01273403 ... -0.02348947 -0.05389803
  0.02281126]",persona,Republican,video,-0.07243454,-0.0054983236,0.0055348817
7.371958372125511e+18,"[ 0.039906   -0.02294801 -0.02585011 ... -0.00657015 -0.03753379
  0.03007112]",persona,Republican,video,-0.10892585,-0.05778176,0.0048426352
7.427223323907493e+18,"[ 0.03430456 -0.00637032 -0.00910555 ... -0.02806658 -0.00230322
 -0.01228165]",persona,Republican,video,-0.110040314,-0.067029886,0.03760358
7.273201410009878e+18,"[ 0.01203969 -0.02515784 -0.02282134 ... -0.02443763 -0.04387266
 -0.03349439]",persona,Republican,video,-0.1727202,-0.10145672,-0.06267026
7.273149605359963e+18,"[ 0.01579852  0.0096769  -0.03993025 ... -0.0225798  -0.01716634
  0.0102841 ]",persona,Democrat,video,-0.13934003,-0.07346464,-0.03066628
7.427976850351132e+18,"[ 0.01043971 -0.00626259 -0.01878684 ... -0.02403638 -0.01887904
 -0.00530441]",persona,Democrat,video,-0.15056515,-0.123650156,-0.0065585263
7.42795961110738e+18,"[ 0.01030558 -0.01125637 -0.03155711 ...  0.00830683 -0.04060928
 -0.00916317]",persona,Democrat,video,-0.16160455,-0.13194712,0.025605857
7.427584322774896e+18,"[ 0.00606773 -0.00525428 -0.01339685 ...  0.00210032 -0.05526898
 -0.01593438]",persona,Democrat,video,-0.16095714,-0.14019397,0.016968789
7.427581502277438e+18,"[ 0.03108522 -0.02410244 -0.02807726 ... -0.00222775 -0.03159062
  0.00104153]",persona,Democrat,video,-0.12809677,-0.11273185,0.06500058
7.427576360358481e+18,"[ 0.03156657 -0.00791616 -0.02720896 ... -0.02568264 -0.02029074
 -0.00847862]",persona,Republican,video,-0.13641156,-0.13802484,0.050944373
7.427227245091016e+18,"[ 0.01356127 -0.0167003  -0.02645124 ... -0.02883381 -0.04914872
 -0.01999535]",persona,Democrat,video,-0.18240666,-0.110095814,-0.028977834
7.427223321319624e+18,"[ 0.02870869  0.01751047 -0.03262439 ... -0.01403052 -0.04644374
 -0.01306256]",persona,Democrat,video,-0.16379221,-0.19569208,0.06502659
7.379712315769458e+18,"[ 0.01825238 -0.01361847 -0.01965657 ... -0.01367191 -0.03580876
  0.02135989]",persona,Republican,video,-0.12245728,-0.15265743,0.012399143
7.426415847444352e+18,"[ 0.03056426 -0.01081345 -0.02681264 ... -0.04844666 -0.0629437
 -0.00408189]",persona,Republican,video,-0.093464874,-0.09731912,0.04744619
7.426019058526473e+18,"[ 2.96029057e-02 -1.30042285e-02 -2.87680998e-02 ... -6.24239983e-05
 -2.81696413e-02  9.09103360e-03]",persona,Republican,video,-0.060684606,-0.15024722,0.11623776
7.426870053443849e+18,"[ 0.05451562 -0.02444592 -0.03912379 ... -0.00654017 -0.0326529
  0.02095984]",persona,Democrat,video,-0.111749746,-0.078532875,-0.0026083756
7.426859917568396e+18,"[ 0.04541472 -0.01124451 -0.03120292 ...  0.00592291 -0.04375086
 -0.01540979]",persona,Democrat,video,-0.18111666,-0.0647215,-0.009408735
7.427541984593628e+18,"[ 0.07028863 -0.0049451  -0.04985513 ...  0.0113917  -0.02309689
  0.00604169]",persona,Republican,video,-0.06402567,-0.04436832,0.09951918
7.426066647242345e+18,"[ 0.03814707 -0.01485206 -0.0192911  ... -0.0195679  -0.03949475
  0.01735692]",persona,Republican,video,-0.024932496,-0.07726386,0.043677982
7.421184781540478e+18,"[ 0.02360186 -0.00441581 -0.02594176 ... -0.02562833 -0.01229902
 -0.00129423]",persona,Democrat,video,-0.15203483,-0.10072518,-0.059574876
7.409055868492254e+18,"[ 0.04234787 -0.02468511 -0.01707911 ... -0.03179688 -0.03907998
 -0.00113278]",persona,Republican,video,-0.17721476,-0.108039595,-0.0034761745
7.427566133487668e+18,"[ 0.01426845 -0.01213467 -0.02861416 ...  0.0039032  -0.049987
 -0.01123482]",persona,Republican,video,-0.12526847,-0.13806425,0.04720989
7.23207336625598e+18,"[ 0.02397643 -0.03158071 -0.01162495 ... -0.0271142  -0.04554479
 -0.01497646]",persona,Democrat,video,-0.1512879,0.025132116,-0.07865749
7.15672468806286e+18,"[ 0.00213016 -0.00353599 -0.01834622 ...  0.0014206  -0.04113133
 -0.00784957]",persona,Democrat,video,-0.12918599,-0.019617537,0.0061682044
7.114165857411976e+18,"[ 0.02890134 -0.01270347 -0.02318834 ... -0.01123038 -0.05959057
 -0.00763417]",persona,Democrat,video,-0.14268726,-0.09031532,-0.008203633
7.413522115674115e+18,"[ 0.01831885 -0.01945338 -0.0251173  ... -0.00840945 -0.04163408
 -0.00808017]",persona,Democrat,video,-0.20880973,-0.13257894,-0.0034463387
7.413199791989018e+18,"[ 0.02715546 -0.01520823 -0.00761292 ... -0.00489664 -0.02639643
 -0.02324559]",persona,Republican,video,-0.14691326,-0.09212736,0.021035256
7.413931015464373e+18,"[ 0.00927792  0.0008276  -0.02379092 ... -0.00637725 -0.05572234
 -0.03600082]",persona,Republican,video,-0.034847118,-0.04466517,-0.061544567
7.413563989298384e+18,"[ 0.0358311  -0.00929773 -0.01365594 ...  0.02446295 -0.05225328
 -0.01358144]",persona,Republican,video,-0.08753207,-0.1793149,0.053276584
7.413435559554895e+18,"[ 0.02541212 -0.02084832 -0.02937037 ... -0.02252227 -0.02894541
 -0.02300183]",persona,Republican,video,-0.14687335,-0.08089907,-0.07127881
7.41322043413447e+18,"[ 0.04296738 -0.00169105 -0.02619403 ...  0.00363281 -0.05112319
 -0.00829929]",persona,Republican,video,-0.12971526,-0.11861632,0.04311747
7.413077551985266e+18,"[ 0.0053152  -0.01948839 -0.02032554 ... -0.02317669 -0.0660614
  0.00253277]",persona,Republican,video,-0.08480341,-0.15867412,0.06346732
7.412713853307424e+18,"[ 0.05015005 -0.04585902 -0.04386915 ...  0.00473218 -0.04063743
 -0.02078076]",persona,Republican,video,-0.16164939,-0.054183688,0.019636232
7.413071546849283e+18,"[ 0.03269899 -0.0015815  -0.01985727 ... -0.00221438 -0.04225179
 -0.01897629]",persona,Republican,video,-0.14327869,-0.036543217,-0.04581607
7.157001186225245e+18,"[ 0.02332214 -0.00749378 -0.03842397 ... -0.01440087 -0.03039991
  0.00010466]",persona,Democrat,video,-0.15638009,-0.15312384,-0.022448838
7.292056223984242e+18,"[ 0.04489746 -0.01272067 -0.02697448 ... -0.0075425  -0.04189606
 -0.00796486]",persona,Democrat,video,-0.16976228,-0.037456386,-0.025069617
7.297337957734944e+18,"[ 0.03153241 -0.02615457 -0.02229312 ... -0.00276234 -0.00902421
 -0.0051474 ]",persona,Democrat,video,-0.15154141,-0.0067136013,-0.028811831
7.325164224554995e+18,"[ 0.01669281 -0.03782613 -0.00780679 ... -0.01061953 -0.02854838
 -0.00212361]",persona,Democrat,video,-0.10050517,-0.053614244,-0.015947519
7.313610459066781e+18,"[ 0.00455069 -0.01350257 -0.02915483 ... -0.01341521 -0.02556758
  0.01467911]",persona,Democrat,video,-0.11577545,0.02004839,-0.075244494
7.311429019239599e+18,"[ 0.01684565 -0.02916333 -0.01540218 ... -0.00091452 -0.00934253
 -0.00364138]",persona,Republican,video,-0.14216088,-0.082842246,-0.049994875
7.223057816561421e+18,"[ 0.02178203 -0.00010352 -0.01131061 ... -0.01010226 -0.03649636
 -0.02216176]",persona,Democrat,video,-0.12764885,-0.018155273,-0.07693465
7.218153533609233e+18,"[ 0.02798256 -0.01060872 -0.01901972 ... -0.01378529 -0.02303136
 -0.00979502]",persona,Democrat,video,-0.19127584,-0.052781027,-0.06865561
7.208228850294148e+18,"[ 0.01597076 -0.02036617  0.00117647 ... -0.02989891 -0.04704186
  0.02480779]",persona,Democrat,video,-0.1589607,-0.03592907,-0.08809331
7.206485809611132e+18,"[ 0.02202435 -0.01938724  0.00386725 ... -0.00226569 -0.04396656
 -0.01459459]",persona,Democrat,video,-0.14657103,-0.046613302,-0.068828166
7.203509991167249e+18,"[ 0.00466873 -0.01793589 -0.02205941 ... -0.0284295  -0.01775705
 -0.01926162]",persona,Democrat,video,-0.16950724,-0.05120417,-0.08603366
7.192230177898778e+18,"[ 0.02860523  0.00829331 -0.01229645 ... -0.03181737 -0.03947267
  0.02054641]",persona,Democrat,video,-0.1993397,0.005049618,-0.086765334
7.414898087937773e+18,"[ 0.04342358 -0.02195878 -0.0309633  ... -0.06424146 -0.05976748
  0.0125231 ]",persona,Republican,video,-0.0978056,-0.098802514,0.05122675
7.414621535874371e+18,"[ 0.03233191 -0.01444493 -0.02198739 ... -0.01134105 -0.04512523
  0.00661352]",persona,Republican,video,-0.0320066,-0.0905083,0.11858712
7.417187368970489e+18,"[ 0.01951951 -0.01220029 -0.00936065 ... -0.02257665 -0.0301222
  0.00187295]",persona,Democrat,video,-0.15484646,-0.14030762,0.014301148
7.416923255950347e+18,"[ 0.03249301 -0.00889696 -0.04008167 ... -0.01290205 -0.05004018
 -0.02888173]",persona,Republican,video,-0.19531146,-0.14178117,0.020838566
7.416872033327304e+18,"[ 0.05226462 -0.00571548 -0.04626496 ... -0.04410265 -0.05398231
  0.02385583]",persona,Republican,video,-0.1682081,-0.12710187,0.09570971
7.415670760385105e+18,"[ 0.02094868 -0.00664214 -0.02635096 ... -0.04101135 -0.04332126
 -0.01114769]",persona,Democrat,video,-0.15574302,-0.118809365,0.111573786
7.415279419205389e+18,"[ 0.05152686 -0.00741569 -0.01931284 ... -0.01253216 -0.03223056
 -0.01641366]",persona,Democrat,video,-0.14017774,-0.050610498,0.08290123
7.416840063717248e+18,"[ 0.02811817  0.00115929 -0.03104507 ... -0.00312329 -0.05402514
  0.02188682]",persona,Republican,video,-0.056493644,-0.10319798,0.07637218
7.416894859484679e+18,"[ 0.01277606 -0.02492248 -0.02187049 ...  0.00069877 -0.05819159
 -0.00105889]",persona,Democrat,video,-0.14748122,-0.052012846,-0.029658962
7.41574806037601e+18,"[ 0.00052989 -0.01386179 -0.01954683 ... -0.00595725 -0.05248895
 -0.00573606]",persona,Republican,video,-0.13966654,0.021399027,-0.028916655
7.415335281273966e+18,"[ 0.03925246 -0.02828076 -0.02008924 ...  0.00107606 -0.04232638
  0.00874838]",persona,Republican,video,-0.21163027,-0.10729535,0.04213991
7.417228638401105e+18,"[ 0.01686211 -0.01934222 -0.01388942 ... -0.00806546 -0.02690349
  0.00739401]",persona,Democrat,video,-0.15507245,-0.13313329,-0.0018737819
7.415271353265262e+18,"[ 0.02637272 -0.03327267 -0.02786155 ... -0.00204324 -0.03173367
 -0.00034629]",persona,Democrat,video,-0.16288084,-0.04417545,-0.08897539
7.414920197942873e+18,"[ 0.03791622 -0.02368969 -0.03173192 ... -0.00962113 -0.05107407
 -0.00870597]",persona,Democrat,video,-0.15756296,-0.051000748,-0.054513767
7.413117666862435e+18,"[ 0.06448656 -0.01141428 -0.04141164 ...  0.00125187 -0.01148698
  0.0139384 ]",persona,Republican,video,-0.21011852,-0.08665353,0.053727083
7.414206563688238e+18,"[ 0.06081108 -0.01044623 -0.04716921 ... -0.02389963 -0.05244955
  0.00734809]",persona,Republican,video,-0.14138722,-0.11902482,0.14111006
7.413495538944937e+18,"[ 0.04645334 -0.02774061 -0.02928591 ... -0.02438034 -0.05347245
 -0.00767445]",persona,Republican,video,-0.19879584,-0.14011246,0.10168927
7.414177207918022e+18,"[ 0.04455154 -0.03041084 -0.0344591  ... -0.00663834 -0.0472859
 -0.00790168]",persona,Republican,video,-0.18407911,-0.005471676,0.015833948
7.413923630024822e+18,"[ 0.0290617  -0.01784309 -0.0527524  ... -0.00122333 -0.04818104
 -0.00963448]",persona,Republican,video,-0.18865708,-0.09861453,0.06909929
7.413857032974896e+18,"[ 0.03182248 -0.01314274 -0.03464105 ...  0.00153752 -0.02618358
  0.01498622]",persona,Republican,video,-0.15204062,-0.052006707,0.04871045
7.413572271337459e+18,"[ 0.02412385 -0.02974027 -0.02643457 ...  0.00126729 -0.04418623
 -0.00143657]",persona,Republican,video,-0.17207956,-0.0764558,0.09251197
7.412340911549468e+18,"[ 0.02809181  0.00310421 -0.00459048 ... -0.0201333  -0.00988459
 -0.01670404]",persona,Republican,video,-0.17693879,-0.037710793,-0.0039333925
7.413871424110087e+18,"[ 0.00758295 -0.01233641 -0.01020548 ... -0.02058716 -0.01973779
  0.00463774]",persona,Republican,video,-0.11446877,-0.046411727,0.05430883
7.427664345359715e+18,"[ 0.04290839 -0.00369604 -0.01600612 ...  0.01454847 -0.02340871
  0.03271059]",persona,Republican,video,-0.09209716,-0.03476348,0.06330678
7.42717692103469e+18,"[ 0.02724585 -0.00258085 -0.01599927 ... -0.00215049 -0.05495146
 -0.01368406]",persona,Republican,video,-0.09676441,-0.0044017076,0.037120987
7.227186827747233e+18,"[ 0.04295564 -0.00529195 -0.0253926  ... -0.00356835 -0.05202094
  0.01626332]",persona,Democrat,video,-0.1555552,-0.10861875,-0.040301003
7.227133416356105e+18,"[ 0.03202432 -0.01555256 -0.01805814 ... -0.00478495 -0.05313479
 -0.00632178]",persona,Democrat,video,-0.15546197,-0.14207003,-0.08136424
7.226838827837558e+18,"[ 0.02033543 -0.00288805 -0.02663835 ... -0.01637086 -0.06088754
  0.02107853]",persona,Democrat,video,-0.11718611,-0.15880452,-0.024148703
7.15662433855952e+18,"[ 0.02565674 -0.02631661 -0.01630022 ... -0.00408959 -0.02506396
  0.00193686]",persona,Democrat,video,-0.12178088,-0.06035475,-0.05156264
7.348563413636894e+18,"[ 0.04224364 -0.00750144 -0.02618674 ... -0.02179753 -0.04774266
 -0.02296929]",persona,Democrat,video,-0.18129455,-0.058713865,-0.021441806
7.34824687289459e+18,"[ 0.03649788 -0.00049375 -0.02651938 ...  0.00439496 -0.05438673
 -0.01175615]",persona,Democrat,video,-0.14733787,-0.09029559,-0.1290231
7.346762040259939e+18,"[ 0.03228854  0.00025827 -0.01000271 ... -0.02697359 -0.031084
 -0.00456657]",persona,Democrat,video,-0.14531395,-0.012808948,-0.026503785
7.346224022125874e+18,"[ 0.01139196 -0.02201538 -0.0249077  ...  0.00203803 -0.05546796
 -0.00678865]",persona,Democrat,video,-0.123246156,-0.023476947,-0.07079727
7.345879397364256e+18,"[ 0.02561472 -0.02022126 -0.03686684 ... -0.02464904 -0.04008031
  0.00641909]",persona,Democrat,video,-0.122816764,0.039295472,-0.11240431
7.34491342912953e+18,"[ 0.04397791 -0.00021642 -0.01378653 ... -0.00123656 -0.02880682
  0.02495001]",persona,Democrat,video,-0.17404388,-0.049081393,-0.039478004
7.342960270983122e+18,"[ 0.06060193 -0.01598861 -0.00135386 ... -0.01551895 -0.05247873
  0.02592679]",persona,Democrat,video,-0.18107846,-0.067172475,-0.04648093
7.340007851827482e+18,"[ 0.02756771 -0.00486177 -0.04082623 ... -0.02461746 -0.06376344
 -0.01767481]",persona,Democrat,video,-0.1554434,-0.03644809,-0.06515731
7.227157651568823e+18,"[ 0.01009575 -0.01952926 -0.02042959 ... -0.01644925 -0.08522017
 -0.03236159]",persona,Democrat,video,-0.09083303,-0.04414111,-0.09150166
7.210419055021297e+18,"[ 0.01421295 -0.01463273 -0.04020423 ... -0.01065822 -0.06779862
 -0.01188863]",persona,Democrat,video,-0.17111997,-0.05748921,-0.031213645
7.432438406954618e+18,"[ 0.04529714 -0.03088447 -0.03754307 ... -0.00598035 -0.0434741
  0.00964337]",persona,Republican,video,-0.09207307,-0.09813927,0.11304344
7.216859067749338e+18,"[ 0.01974133 -0.02006955 -0.01222305 ...  0.00338665 -0.01230411
 -0.01094571]",persona,Democrat,video,-0.19177173,-0.096806675,-0.10104081
7.431713218013302e+18,"[ 0.0356865  -0.00108834 -0.01130215 ... -0.00653234 -0.05805236
 -0.01314173]",persona,Republican,video,-0.12683822,-0.0695013,0.15920848
7.43139230503199e+18,"[ 0.04519841 -0.00616229 -0.02563188 ...  0.0018632  -0.03343748
 -0.00020106]",persona,Republican,video,-0.106548496,-0.09116772,0.107347906
7.431209693462138e+18,"[ 0.02554776 -0.0327813  -0.01115285 ... -0.00111684 -0.03157928
  0.00793498]",persona,Republican,video,-0.11501632,-0.030297067,0.028603045
7.431021713644719e+18,"[ 0.02337375  0.00124983 -0.01231842 ...  0.00614148 -0.04391928
  0.01091975]",persona,Republican,video,0.017121615,-0.10786724,0.014319611
7.432373700604825e+18,"[ 0.02494467 -0.00685647 -0.03377699 ...  0.00540992 -0.03660639
  0.00976571]",persona,Republican,video,-0.059995953,-0.056061864,0.072038084
7.432178965315374e+18,"[ 0.02897253 -0.01232792 -0.03043504 ... -0.00876355 -0.03383066
  0.00178964]",persona,Republican,video,-0.12707002,-0.112268895,0.08224923
7.431686351755578e+18,"[ 0.00874512 -0.01617688 -0.03553827 ... -0.03274115 -0.05510527
 -0.01898602]",persona,Republican,video,-0.15845728,-0.12185197,0.0016681924
7.429455581603253e+18,"[ 0.00986318 -0.00700089 -0.02176708 ... -0.01086615 -0.05088396
 -0.02937971]",persona,Republican,video,-0.18434136,-0.0872141,0.021527229
7.430965856345017e+18,"[ 0.04225352  0.00780696 -0.02637483 ... -0.00974949 -0.04051317
 -0.01527552]",persona,Republican,video,-0.05845748,-0.026556896,0.038917076
7.430898575313341e+18,"[ 0.04237281  0.00843263 -0.023787   ... -0.01693846 -0.05248659
  0.00882685]",persona,Republican,video,-0.12014685,-0.13735469,0.09951873
7.428260312748445e+18,"[ 0.02736945  0.00048525 -0.02180566 ...  0.00730715 -0.05147482
 -0.0010898 ]",persona,Republican,video,-0.13638516,-0.13218364,0.0669909
7.431956003287092e+18,"[ 0.04908115  0.00773455 -0.02250811 ... -0.00421038 -0.05792765
  0.00247896]",persona,Republican,video,-0.19358826,-0.0718424,-0.030364655
7.432386832781938e+18,"[ 0.04764825 -0.00994262 -0.01170727 ... -0.01078619 -0.04685418
  0.0107532 ]",persona,Republican,video,-0.11861535,-0.10326512,0.060057335
7.430951531677076e+18,"[ 0.03199948 -0.0101849  -0.02831678 ... -0.00127925 -0.03515955
 -0.00864276]",persona,Republican,video,-0.14870659,-0.08008132,0.09510115
7.430950542731398e+18,"[ 0.03374269 -0.02484211 -0.04186241 ... -0.02378842 -0.05183715
  0.00329149]",persona,Republican,video,-0.15480363,-0.103336416,0.06932261
7.228199997043527e+18,"[ 0.0035827  -0.01825553 -0.01408469 ... -0.02534854 -0.03946212
 -0.00698046]",persona,Democrat,video,-0.16567126,-0.070149854,-0.1315637
7.221327853818891e+18,"[ 0.0125448  -0.01384298 -0.0213225  ... -0.00212309 -0.02672949
  0.01231135]",persona,Democrat,video,-0.16854824,0.00863663,-0.12198056
7.337755743942184e+18,"[ 0.02859836 -0.02464787 -0.03674863 ... -0.01437529 -0.0447755
 -0.01398753]",persona,Democrat,video,-0.17168765,-0.047677796,-0.11148803
