video_id,embedding,collection,party,type,x,y,projection_Democrat_Republican
7.407452123174079e+18,"[ 0.00605017 -0.02014269 -0.01832861 ... -0.02775704 -0.01709135
  0.02299502]",persona,Republican,video,-0.116153836,-0.035238642,0.016871732
7.408726876090273e+18,"[-0.00229622 -0.02037034 -0.01870605 ...  0.00445286 -0.0594753
  0.00490932]",persona,Republican,video,-0.0771904,-0.03555893,-0.0010393243
7.410929545961803e+18,"[ 0.03549302 -0.01303267 -0.02606304 ... -0.02315628 -0.03483477
  0.01162729]",persona,Republican,video,-0.04201202,0.028165678,0.04376022
7.41089815183126e+18,"[ 0.03649246 -0.00541675 -0.01402381 ... -0.0147371  -0.05843777
  0.0078663 ]",persona,Republican,video,-0.18576264,-0.04453944,0.048716992
7.410110566691278e+18,"[ 0.01206868 -0.01584474  0.0153071  ...  0.0112061  -0.03657594
 -0.00323348]",persona,Republican,video,-0.08432011,-0.041220333,0.043794744
7.411275833366629e+18,"[ 0.06021046 -0.01578072 -0.03510266 ... -0.00258569 -0.03660567
  0.01230625]",persona,Republican,video,-0.18181495,-0.13806866,0.069475785
7.407583178623323e+18,"[ 0.03880665 -0.01434033 -0.02384596 ... -0.00521341 -0.03876586
 -0.01422548]",persona,Republican,video,-0.12767223,-0.03307991,0.08588144
7.411252888862871e+18,"[ 0.02276262 -0.02234165 -0.03912198 ...  0.00064392 -0.03020472
 -0.00246368]",persona,Republican,video,-0.08829408,-0.05737655,0.10419308
7.410900035791113e+18,"[ 0.03898987 -0.00631881 -0.02563    ... -0.0116995  -0.01833245
 -0.00938327]",persona,Republican,video,-0.10011945,-0.10952251,0.047654845
7.343317342505537e+18,"[ 0.02111401 -0.02703476 -0.01258279 ...  0.00197234 -0.01130669
  0.00169115]",persona,Democrat,video,-0.12303517,-0.050420463,-0.19140474
7.339930360882531e+18,"[ 0.0276728  -0.00607005 -0.02433705 ... -0.01608999 -0.04110971
 -0.00432115]",persona,Republican,video,-0.16691092,-0.06941328,-0.021700399
7.338071630129679e+18,"[ 0.00324998 -0.03384596 -0.00586296 ... -0.01144196 -0.0282132
  0.01582788]",persona,Democrat,video,-0.10896288,-0.045187782,-0.08462693
7.336231634183753e+18,"[ 0.02543114 -0.02826966 -0.03070535 ... -0.02128696 -0.03635577
  0.02932154]",persona,Democrat,video,-0.095378205,-0.0025566432,-0.021910591
7.333673023532256e+18,"[ 7.7290315e-06 -3.2546837e-02 -2.3596516e-02 ... -2.5384992e-03
 -2.9951774e-02 -6.9626386e-04]",persona,Democrat,video,-0.17846224,-0.03133185,-0.12753876
7.332515974337351e+18,"[ 0.01190589 -0.03437297 -0.00960464 ... -0.02884665 -0.04639515
  0.01140674]",persona,Democrat,video,-0.175258,-0.10166887,-0.085455246
7.410958657644482e+18,"[ 0.04764181 -0.00716801 -0.01453882 ... -0.00574301 -0.05546636
  0.0101395 ]",persona,Republican,video,-0.16409579,-0.09637699,0.016069537
7.411643022657588e+18,"[ 0.03167562 -0.01127376 -0.01819742 ...  0.00875288 -0.02477833
 -0.00425957]",persona,Republican,video,-0.1760101,-0.05414868,0.059175376
